"","Legal.Name","Center.Name","Building","Street","Borough","ZipCode","Phone","Age.Range","Program.Type","Child.Care.Type","Violation.Rate.Percent","Average.Violation.Rate.Percent","lessThanAve","noViolation","longitude","latitude"
"1292","NYSARC, INC., NYC CHAPTER","NYSARC, INC., NYC CHAPTER","2300","WESTCHESTER AVENUE","BRONX",10462,"718-409-1450","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8476989797407,40.8349540018433
"1293","Odyssey Day Care LLC","PLAYFUL DISCOVERIES","1802","MATTHEWS AVENUE","BRONX",10462,"718-828-7529","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.861484322087,40.846514916701
"1294","ODYSSEY HOUSE, INC","ODYSSEY HOUSE, INC","13","HELL GATE CIRCLE  BUILDING 13","MANHATTAN",10035,"212-987-5193","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",40,30.9077,0,0,-73.9276560201959,40.785342325095
"1295","ODYSSEY HOUSE, INC.","ODYSSEY HOUSE, INC","13","HELL GATE CIRCLE  BUILDING 13","MANHATTAN",10035,"212-987-5157","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9276560201959,40.785342325095
"1296","OHOLEI TORAH","OHOLEI TORAH EDUCATIONAL INSTITUTE","667","EASTERN PKWY.","BROOKLYN",11213,"718-778-3340","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9461235078317,40.669990140159
"1297","OIKOS COMMUNITY CORPORATION","OIKOS COMMUNITY CORPORATION","42-35","MAIN STREET 2/FLOOR","QUEENS",11355,"646-535-7245","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8273544412802,40.75454512111
"1298","OKIE DOKIE, INC.","OKIE DOKIE, INC.","1002","65 STREET","BROOKLYN",11219,"718-680-2618","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-74.0081020322848,40.629716024261
"1299","OLD FIRST NURSERY SCHOOL","OLD FIRST NURSERY SCHOOL","729","CARROLL STREET","BROOKLYN",11215,"347-460-6367","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9767832764852,40.673683473508
"1300","Olivet Academy","OLIVET ACADEMY","6","BARCLAY STREET","MANHATTAN",10007,"212-571-2777","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.0090097439228,40.71200292981
"1301","OMEGA PSI PHI FRATERNITY NU OMICRON CHAPTER,INC","OMEGA PSI PHI FRATENITY NU OMICRON CHAPTER, INC","123-10","143 STREET","QUEENS",11436,"718-322-9671","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.7959268930612,40.674385093545
"1302","ONCE UPON A CHILD DAY CARE,LLC","ONCE UPON A TIME","68-05","64TH PLACE","QUEENS",11385,"718-418-0030","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.8933173674738,40.7057507044943
"1303","ONCE UPON A TIME, INC.","ONCE UPON ATIME,INC.","87-61","111 STREET","QUEENS",11418,"718-846-9182","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",87.5,33.2035,0,0,-73.8359075699605,40.695405144441
"1304","One of a Kind Child Care LLC","One of a Kind Child Care LLC","6318","AMBOY ROAD","STATEN ISLAND",10309,"718-317-7070","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-74.215591567548,40.523250425969
"1305","ONE OF A KIND CHILD CARE, LLC.","ONE OF A KIND CHILD CARE, LLC","6318","AMBOY ROAD","STATEN ISLAND",10309,"718-317-7070","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-74.215591567548,40.523250425969
"1306","ONE WORLD PROJECT - BROOKLYN, INC.","ONE WORLD PROJECT - BROOKLYN, INC.","302","VANDERBILT STREET","BROOKLYN",11218,"718-435-2840","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9787914968055,40.652220121555
"1307","OPEN DOOR ASSOCIATES","OPEN DOOR ASSOCIATES, INC.","820","COLUMBUS AVENUE","MANHATTAN",10025,"212-749-5572","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9659933797273,40.796225663461
"1308","OPEN HOUSE NURSERY SCHOOL","OPEN HOUSE NURSERY SCHOOL","318A","WARREN STREET","BROOKLYN",11201,"718-625-5252","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9916393660016,40.685181378285
"1309","OUR CHILDREN FIRST, INC","OUR CHILDREN FIRST, INC","1180","East 214 Street","BRONX",10469,"347-913-4367","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.8521541710959,40.876029802748
"1310","OUR CHILDREN FIRST, INC.","OUR CHILDREN FIRST","3036","EAST TREMONT AVENUE","BRONX",10461,"718-823-3190","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.8372376882931,40.8394741205359
"1311","OUR CHILDREN-THE LEADERS OF TOMORROW, INC.","OUR CHILDREN-THE LEADERS OF TOMORROW, INC.","756","MYRTLE AVENUE","BROOKLYN",11206,"718-643-8201","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9516385305269,40.69471944573
"1312","OUR KIDS PLACE COUNTRY DAY INC","OUR KIDS PLACE COUNTRY DAY INC.","137-25","BROOKVILLE BLVD","QUEENS",11422,"718-276-3722","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.7358187448069,40.669366949319
"1313","OUR LADY HELP OF CHRISTIANS SCHOOL","OUR LADY HELP OFCHRISTIANS SCHOOL","23","SUMMIT STREET","STATEN ISLAND",10307,"718-984-1360","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.2429109412601,40.5095242405279
"1314","OUR LADY OF GOOD COUNSEL SCHOOL","OUR LADY OF GOOD COUNSEL SCHOOL","42","AUSTIN PLACE","STATEN ISLAND",10304,"718-447-7260","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-74.0864004910299,40.631131219199
"1315","OUR LADY OF GRACE CATHOLIC ACADEMY OF BROOKLYN","OUR LADY OF GRACE CATHOLIC ACADEMY","385","AVENUE W","BROOKLYN",11223,"718-375-2081","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9685186028401,40.593348228262
"1316","OUR LADY OF GRACE SCHOOL","OUR LADY OF GRACE SCHOOL","3981","BRONXWOOD AVENUE","BRONX",10466,"718-547-9918","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.8548275109517,40.886217145724
"1317","OUR LADY OF GUADALUPE CATHOLIC ACADEMY","OUR LADY OF GUADALUPE CATHOLIC ACADEMY","1514","72 STREET","BROOKLYN",11228,"718-331-2070","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-74.0009227336891,40.619018200888
"1318","OUR LADY OF HOPE CATHOLIC ACADEMY","OUR LADY OF HOPE CATHOLIC ACADEMY","61-21","71 STREET","QUEENS",11379,"718-458-3535","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.886783504736,40.721309758884
"1319","OUR LADY OF MERCY CATHOLIC ACADEMY","OUR LADY OF MERCY CATHOLIC ACADEMY","70-25","KESSEL STREET","QUEENS",11375,"718-793-2086","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.8502926799991,40.714310315106
"1320","Our Lady of Mount Carmel School","Our Lady of Mount Carmel","260","EAST 207 STREET","BRONX",10467,"718-295-6080","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.8778297213588,40.875400695575
"1321","OUR LADY OF MOUNT CARMEL SCHOOL","OUR LADY OF MOUNT CARMEL SCHOOL","2465","BATHGATE AVENUE","BRONX",10458,"718-295-6080","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",60,41.6124,0,0,-73.8889162081521,40.8587910797555
"1322","OUR LADY OF MOUNT CARMEL ST. BENEDICTA SCHOOL","OUR LADY OF MOUNT CARAMEL ST. BENEDICTA SCHOOL","285","CLOVE ROAD","STATEN ISLAND",10310,"718-981-5131","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-74.1252753504247,40.633059286312
"1323","OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN","OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN","5902","6 AVENUE","BROOKLYN",11220,"718-439-8067","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.0154385792095,40.6396856068054
"1324","OUR LADY OF REFFUGE SCHOOL","OUR LADY OF REFUGE SCHOOL","2708","BRIGGS AVENUE","BRONX",10458,"718-367-3081","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.8910332210289,40.86661193126
"1325","OUR LADY OF SORROWS CATHOLIC ACADEMY","OUR LADY OF SORROWS","35-34","105TH STREET","QUEENS",11368,"718-426-5517","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.863462916759,40.754108871264
"1326","OUR LADY OF THE ANGELUS CATHOLIC ACADEMY","OUR LADY OF THE ANGELUS CATHOLIC ACADEMY","98-05","63RD DRIVE","QUEENS",11374,"718-896-7220","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.8587214045402,40.731478058803
"1327","OUR LADY OF THE BLESSED SACRAMENT CATHOLIC ACADEMY","OUR LADY OF THE BLESSED SACRAMENT CATHOLIC ACADEMY","34-45","202 STREET","QUEENS",11361,"718-229-4434","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",75,41.6124,0,0,-73.7852866753969,40.766664675217
"1328","OUR LADY QUEEN OF ANGELS SCHOOL","OUR LADY QUEEN OF ANGELS PRESCHOOL","232","EAST 113 STREET","MANHATTAN",10029,"212-722-9277","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9401140210584,40.795362692689
"1329","OUR LADY STAR OF THE SEA SCHOOL","OUR LADY STAR OF THE SEA PRESCHOOL","5411","AMBOY ROAD","STATEN ISLAND",10312,"718-984-5750","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.1908377782436,40.533527447662
"1330","OUR LITTLE ANGELS CORP","OUR LITTLE ANGELS CORP","86-29","COMMONWEALTH BLVD","QUEENS",11426,"718-347-7377","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.7197299423518,40.730550999029
"1331","OUR SAVIOUR'S EVANGELICAL LUTHERAN CHURCH","OUR SAVIOUR'S EVANGELICAL LUTHERAN CHURCH","414-420","80 STREET","BROOKLYN",11209,"718-745-0020","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-74.0263701388806,40.627001267022
"1332","Packer Collegiate Institute","Packer Collegiate Institute","100","Clinton Street","BROOKLYN",11201,"718-250-0244","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9929418606545,40.693778109392
"1333","PARK AVENUE SYNAGOGUE","PARK AVENUE SYNAGOGUE","50","EAST 87 STREET","MANHATTAN",10128,"212-369-2600","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.9578295838662,40.781048992994
"1334","PARK AVENUE UNITED METHODIST CHURCH","PARK AVENUE UNITED METHODIST CHURCH","106","EAST 86 STREET","MANHATTAN",10028,"212-289-6997","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",12.5,33.2035,1,0,-73.9567306537818,40.779821262595
"1335","PARK CHILDREN'S DAY SCHOOL","PARK CHILDREN'S DAY SCHOOL","4","WEST 76TH STREET","MANHATTAN",10023,"212-288-3247","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9744541462991,40.778549898256
"1336","PARK PLACE DC INC.","PARK PLACE DC INC.","742","NOSTRAND AVENUE","BROOKLYN",11216,"347-627-3955","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.950316074237,40.67322870105
"1337","PARK PLACE DC, INC.","PARK PLACE DAYCARE","822-828","PARK PLACE","BROOKLYN",11216,"347-627-3955","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",50,30.9077,0,0,-73.950316074237,40.67322870105
"1338","PARK SLOPE CHILD CARE COLLECTIVE, INC.","PARK SLOPE CHILD CARE COLLECTIVE","186","ST. JOHN'S PLACE","BROOKLYN",11217,"718-399-0397","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9745186808503,40.6762086639674
"1339","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC. P/S","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER, INC.","556","5TH AVENUE","BROOKLYN",11215,"718-768-4873","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9895797312692,40.665466731966
"1340","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER,INC.","PARK SLOPE SCHOOLHOUSE CHILD CARE CENTER , INC. INFANT/TODDLER","556","5TH AVENUE","BROOKLYN",11215,"718-768-4873","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",16.6667,30.9077,1,0,-73.9895797312692,40.665466731966
"1341","PARK WEST MONTESSORI, INC.","PARK WEST MONTESSORI, INC.","435","CENTRAL PARK WEST","MANHATTAN",10025,"212-678-6072","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.9611913894222,40.796728709327
"1342","PARKLAND BERRY,LLC","HUDSON'S OFF HENRY","67","WOODHULL STREET","BROOKLYN",11231,"718-852-3890","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0022094881058,40.6814318728744
"1343","PARKWAY PRESCHOOL","PARKWAY PRESCHOOL","5566","KINGS HIGHWAY","BROOKLYN",11203,"718-346-0369","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9246879713115,40.6479252575416
"1344","PEARTREE CENTER LLC","PEARTREE CENTER LLC","132","WEST 112TH  STREET","MANHATTAN",10026,"212-866-4105","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9534914406137,40.800181965992
"1345","Peninsula Preparatory Academy Charter School","Peninsula Preparatory Academy Charter School","611","BEACH   19 STREET","QUEENS",11691,"347-403-9231","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.75241139632,40.601223393552
"1346","PEOPLE'S ELEMENTARY SCHOOL","PEOPLE'S DAY CARE","2","VAN SINDEREN AVENUE","BROOKLYN",11207,"718-485-0100","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9034611913097,40.677390991925
"1347","PHIPPS NEIGHBORHOODS, INC.","PHIPPS NEIGHBORHOODS, INC.","1175","EAST TREMONT AVENUE","BRONX",10460,"917-243-7058","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8812339893011,40.844846332029
"1348","PHYL'S DAY CARE CENTER, INC.","PHYL'S DAY CARE CENTER, INC.","3520","TILDEN AVENUE","BROOKLYN",11203,"718-469-9400","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",20,30.9077,1,0,-73.943561772594,40.646992723536
"1349","PINE STREET SCHOOL","GREEN IVY PINE STREET SCHOOL","25","PINE STREET","MANHATTAN",10005,"212-627-0129","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.0093122501353,40.707074608178
"1350","PLAY AND LEARN DAY CARE, INC.","PLAY AND LEARN DAY CARE, INC.","66-06","70 ST","QUEENS",11379,"718-894-0016","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.885186538387,40.714377037124
"1351","PLAY TOGETHER LCSW P.C.","PLAY TOGETHER LCSW P.C.","270","WEST 84TH STREET","MANHATTAN",10024,"917-842-2779","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",71.4286,33.2035,0,0,-73.9783283517481,40.7872532276495
"1352","PLAYGARDEN ASSOCIATES, LLC","PLAYGARDEN ASSOCIATES, LLC","95","FRANKLIN  STREET","MANHATTAN",10013,"212-965-9717","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0049983929701,40.718038958659
"1353","PLYMOUTH CHURCH IN THE CITY OF BROOKLYN","PLYMOUTH CHURCH SCHOOL","75","HICKS STREET","BROOKLYN",11201,"718-624-9385","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9937222286709,40.699489936838
"1354","PNW ENTERPRISES LLC","NY KIDS CLUB","170","AMSTERDAM AVENUE","MANHATTAN",10023,"917-363-8153","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9562161860558,40.748303107038
"1355","PNW ENTERPRISES LLC","NY KIDS CLUB","170","AMSTERDAM AVENUE","MANHATTAN",10023,"917-363-8153","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9942951975028,40.695142537753
"1356","PNW ENTERPRISES, LLC","NY KIDS CLUB","125","5TH AVENUE","BROOKLYN",11217,"718-857-0700","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",42.8571,33.2035,0,0,-73.9562161860558,40.748303107038
"1357","PNW ENTERPRISES, LLC","NY KIDS CLUB","125","5TH AVENUE","BROOKLYN",11217,"718-857-0700","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",42.8571,33.2035,0,0,-73.9942951975028,40.695142537753
"1358","PNW ENTERPRISES, LLC.","NY KIDS CLUB","345","EAST   94 STREET","MANHATTAN",10128,"917-924-8288","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9562161860558,40.748303107038
"1359","PNW ENTERPRISES, LLC.","NY KIDS CLUB","345","EAST   94 STREET","MANHATTAN",10128,"917-924-8288","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9942951975028,40.695142537753
"1360","PNW ENTERPRISES, LLC'","NY KIDS CLUB","182-184","HENRY STREET","BROOKLYN",11201,"718-228-0800","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9562161860558,40.748303107038
"1361","PNW ENTERPRISES, LLC'","NY KIDS CLUB","182-184","HENRY STREET","BROOKLYN",11201,"718-228-0800","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9942951975028,40.695142537753
"1362","POLICE ATHLETIC LEAGUE, INC.","POLICE ATHLETIC LEAGUE, INC.","454","PENNSYLVANIA AVE","BROOKLYN",11207,"718-342-4724","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.8945413039427,40.665932420601
"1363","POLY PREP LOWER SCHOOL","POLY PREP LOWER SCHOOL","49-50","PROSPECT PARK WEST","BROOKLYN",11215,"718-768-1103","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.973377680594,40.669519999452
"1364","PONO CENTER, INC.","PONO CENTER, INC.","2002","FIFTH AVENUE","MANHATTAN",10035,"917-912-4323","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9429508147954,40.806044551681
"1365","POSITIVE BEGINNINGS INC.","POSITIVE BEGINNINGS # 1","71-25","MAIN STREET","QUEENS",11367,"718-261-0211","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8217010715237,40.7278123977662
"1366","PRACTICAL LEARNING CENTER, INC.","PRACTICAL LEARNING CENTER (P/S)","22-32","BUCKINGHAM ROAD","BROOKLYN",11226,"718-282-4200","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",83.3333,33.2035,0,0,-73.9655045711187,40.649876689572
"1367","PRECIOUS CHILDREN DAY CARE CENTER INC.","PRECIOUS CHILDREN DAY CARE CENTER INC.","202-11","JAMAICA AVENUE","QUEENS",11423,"718-479-2127","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.7567116716158,40.713791080645
"1368","PRECIOUS CHILDREN DAY CARE CENTER INC#2","PRECIOUS CHILDREN DAY CARE CENTER  INC#2","202-13","JAMAICA AVENUE","QUEENS",11423,"718-479-2127","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.7566304599182,40.713789103459
"1369","PRECIOUS MEMORIES DAY CARE, INC.","PRECIOUS MEMORIES DAY CARE, INC.","3124","CHURCH AVENUE","BROOKLYN",11226,"718-287-0037","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.9478100327383,40.6505134752998
"1370","PRECIOUS MOMENTS DAY CARE CENTER, INC","PRECIOUS MOMENTS DAY CARE CENTER, INC.","11-02","CLINTONVILLE STREET","QUEENS",11357,"718-767-6655","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",50,30.9077,0,0,-73.8125231374567,40.7915818304845
"1371","PRECIOUS MOMENTS DAY CARE CENTER, INC.","PRECIOUS MOMENTS DAY CARE CENTER, INC.","61-30","GRAND AVENUE","QUEENS",11378,"718-416-1624","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8125231374567,40.7915818304845
"1372","PRECIOUS MOMENTS DAYCARE CENTER, INC.","PRECIOUS MOMENTS DAYCARE CENTER, INC.","61-30","GRAND AVENUE","QUEENS",11378,"718-416-1624","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",33.3333,30.9077,0,0,-73.9032293357413,40.721902061501
"1373","PRESCHOOL OF AMERICA (USA) INC.","PRESCHOOL OF AMERICA (USA) INC.","2109","BROADWAY","MANHATTAN",10023,"212-877-1388","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9917543648386,40.758219075591
"1374","PRESCHOOL OF AMERICA, LLC","PRESCHOOL OF AMERICA (USA) INC.","101","WEST END AVENUE","MANHATTAN",10069,"212-362-0135","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",40,30.9077,0,0,-73.9917543648386,40.758219075591
"1375","PRESCHOOL R' US II INC","PRESCHOOL R' US II INC","59-25","KISSENA BLVD.","QUEENS",11355,"718-888-9878","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8144395702679,40.740008488928
"1376","PRINCE HALL SERVICE FUND, INC.","PRINCE HALL SERVICE FUND, INC.","159-30","HARLEM RIVER DRIVE","MANHATTAN",10039,"212-281-1444","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.9360768342198,40.833580443551
"1377","PROFESSIONAL CHILDCARE INC.","FRANCIS EDUCATION CENTER","38-03","FRANCIS LEWIS BLVD.","QUEENS",11358,"718-229-5357","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.7849812551009,40.76243815162
"1378","Project Social Care Head Start Inc.","Project Social Care Head Start Inc.","4312","CHURCH AVE","BROOKLYN",11203,"718-871-3100","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.936445786228,0.65126023222915
"1379","PROJECT SOCIAL CARE HEAD START INC.","PROJECT SOCIAL CARE HEAD START","76","LORRAINE STREET","BROOKLYN",11231,"718-871-3100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9941114401436,40.633287102716
"1380","Project Social Care Head Start, Inc.","Project Social Care Head Start, Inc.","4312","CHURCH AVE","BROOKLYN",11203,"718-871-3100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.936445786228,0.65126023222915
"1381","PROJECT SOCIAL CARE HEAD START, INC.","PROJECT SOCIAL CARE HEAD START","5202","13 AVENUE","BROOKLYN",11219,"718-436-6868","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9941114401436,40.633287102716
"1382","PROMISE WORLD DAYCARE,INC.","PROMISE WORLD DAY CARE,INC.","1968","OCEAN AVENUE","BROOKLYN",11230,"718-743-2828","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9546319486304,40.613892365502
"1383","PROSPECT KIDS ACADEMY, INC.","PROSPECT KIDS ACADEMY #2","532","ST. JOHNS PLACE","BROOKLYN",11238,"718-638-9300","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9604164504397,40.672892665985
"1384","PROSPECT PARK YESHIVA","PROSPECT PARK YESHIVA","1784","EAST 17TH STREET","BROOKLYN",11229,"718-376-5959","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9445587605275,40.688213446029
